index,timestamp,en_text,zh_opus,zh_translated
497,"00:32:07,320 --> 00:32:12,043",I have never been on the run from the law before.,嘿 手机是他们首先会追踪的东西,我从来没有逃跑过. 在法律之前.
498,"00:32:12,200 --> 00:32:13,461","Yeah, boy.",抱歉  我以前从未有过逃亡的经历,"是的,男孩."
499,"00:32:13,572 --> 00:32:15,940",It's almost like we shouldn't have gone to that gala.,抱歉  我以前从未有过逃亡的经历,几乎就像我们不应该 我已经去过那个盛会了.
500,"00:32:17,479 --> 00:32:19,284","Okey-doke, we already did it your way.",是啊伙计  简直就像我们根本不该去参加那场晚宴 对吧?,"好吧,我们已经以你的方式做了."
501,"00:32:19,309 --> 00:32:21,835","With Mr. Big, we do it mine.",是啊伙计  简直就像我们根本不该去参加那场晚宴 对吧?,"随着大先生,我们做我的."
502,"00:32:21,960 --> 00:32:26,084",This is where having a partner from the underworld is really gonna pay off.,好的好的 我们已经按照你的方式做了  跟大先生打交道 就得按我的方式来,这就是一个来自美国的合作伙伴 地下世界真的会付出代价.
503,"00:32:26,842 --> 00:32:29,108",Raymond! And is that Kev-,这时 有个黑道来的伙伴  就真的会很有利了,雷蒙德! 这就是Kev-
504,"00:32:53,628 --> 00:32:56,195",Welcome to my warehouse!,欢迎来到我的仓库,欢迎来到我的仓库!
505,"00:32:56,441 --> 00:32:57,947","Oh my God, I love your dress!",欢迎来到我的仓库,"我的上帝,我喜欢你的衣服!"
506,"00:32:58,048 --> 00:32:59,666","Oh, thank you.",欢迎来到我的仓库,谢谢你.
507,"00:33:00,738 --> 00:33:04,532",Fru Fru and I are now equal partners in the family business.,哦 谢谢你,现在 Fru Fru和我 在家庭企业中平等的合作伙伴.
508,"00:33:04,867 --> 00:33:09,000",She brings wonderful ideas for crime and for fashion,嗯 我现在和露露  是家族企业的平等合伙人,她为犯罪带来了精彩的想法. 和时尚
509,"00:33:09,300 --> 00:33:13,480","while I get more time to focus on what matters most,",她为犯罪和时尚都带来了绝妙的想法,"而我有更多的时间专注. 在最重要的事情上,"
510,"00:33:13,920 --> 00:33:17,015",being grandpapa to my little Judith.,这样我就有更多时间  专注于最重要的事情了,作为我的小朱迪特的祖父.
511,"00:33:17,088 --> 00:33:18,985",Kiss my ring.,我是小朱迪思的外公,亲吻我的戒指.
512,"00:33:19,443 --> 00:33:22,021",- Kiss the stinking ring right now! Kiss it! - Kiss it right now! Kiss it!,亲吻我的戒指吧！,- 亲吻那个臭的戒指! - 现在就给它一个吻!
513,"00:33:23,773 --> 00:33:28,639","Nonno, you said we were going to make some nice shoes for Mr. Weaselton.",吻它 吻它,"没有,你说我们要做 给威尼斯顿先生带来了一些漂亮的鞋子."
514,"00:33:28,673 --> 00:33:31,675",- That's my girl! - They grow up so fast.,外公 你说过我们要给威斯顿先生做几双漂亮的鞋子,- 这是我的女孩! - 他们长得很快.
515,"00:33:31,720 --> 00:33:33,840","- You run your mouth too much! - Shut your mouth, fox!",哦 那是我女朋友,"- 你太多地说话了! - 闭上嘴,狐!"
516,"00:33:35,224 --> 00:33:41,340","Anyways, you're in trouble, and we like... one of yous, so we're here to help.",你太爱胡说八道了！闭嘴 狐狸！,"无论如何,你在麻烦中,我们喜欢... 所以我们在这里来帮助."
517,"00:33:41,385 --> 00:33:45,693","New clothes, new identities, truck out of town, leave in an hour,",所以我们在此提供帮助,"新的衣服,新的身份, 卡车出城,在一个小时内离开,"
518,"00:33:45,720 --> 00:33:48,260",and your meter maid car is taken care of.,新身份  一小时后 出城的卡车将出发,你的仪表服务员的车辆就被照顾了.
519,"00:33:51,781 --> 00:33:53,349",I think you misunderstand.,我想你误会了,我认为你误解了.
520,"00:33:53,480 --> 00:33:56,815",We've been framed by the lynxes and an innocent snake-,我想你误会了,我们被鱼入了阴谋 和一个无辜的蛇.
521,"00:33:56,840 --> 00:34:02,579","Judy, the lynxes are killers, and they have no honor.",我们和一条无辜的蛇被猞猁陷害了  朱迪,"朱迪,鱼是杀手, 他们没有荣誉."
522,"00:34:02,947 --> 00:34:07,557",And this Tundratown expansion only makes them more dangerous.,而这次苔原镇的扩建  只会让它们变得更加危险,而这次推特镇的扩张 这只会使它们变得更危险.
523,"00:34:07,691 --> 00:34:11,700",Territorial animals will do anything for more land.,而这次苔原镇的扩建  只会让它们变得更加危险,地区的动物会 为更多的土地做任何事情.
524,"00:34:12,000 --> 00:34:17,020","So if whatever you're tangled up in threatens their plans, you're dead.",所以 你所卷入的任何事情  都会威胁到他们的计划,"所以如果任何你被纠在 如果威胁他们的计划,你就死了."
525,"00:34:17,240 --> 00:34:18,920",You don't fight the cats.,你就死定了,你不会与猫作斗争.
526,"00:34:19,400 --> 00:34:20,800",You leave.,你别惹那些猫,你去吧.
527,"00:34:21,039 --> 00:34:25,436","Sir, I know you're trying to look out for us, but we took an oath",先生 我知道你是在为我们着想,"先生,我知道您正在努力 为了照顾我们,但我们起了誓."
528,"00:34:25,470 --> 00:34:28,835","to protect this city, and justice doesn't run!",但我们曾宣誓要保护这座城市,"为了保护这个城市,正义没有运行!"
529,"00:34:28,960 --> 00:34:34,555","On behalf of myself, Rick Wilde and Ms. Trudy Cabbagepatch.",里克·王尔德和特鲁迪·卡巴格帕奇女士,"在我自己的名义上, 里克·威尔德和特鲁迪小姐."
530,"00:34:34,700 --> 00:34:36,787",We thank you for your truck to salvation.,里克·王尔德和特鲁迪·卡巴格帕奇女士,我们感谢你的救赎卡车.
531,"00:34:36,876 --> 00:34:38,255",We cannot accept your offer.,我们感谢您的救赎车,我们不能接受你的报价.
532,"00:34:38,280 --> 00:34:39,520",We are helping that snake.,我们无法接受您的提议,我们正在帮助那条蛇.
533,"00:34:40,026 --> 00:34:41,826","Boy, you're really tossing that 'we' around.",我们正在帮助那条蛇,"孩子,你真的 扔掉""我们""在周围."
534,"00:34:41,954 --> 00:34:44,822",Snakes may have been framed for the fanging of that tortoise.,蛇可能被陷害 背上了咬伤乌龟的罪名,蛇可能是被成的 为了那只海的.
535,"00:34:44,900 --> 00:34:49,041",Do you have any idea why or how this book could prove it?,你知道为什么吗？  或如何能证明这一点吗？,你知道为什么? 这本书是如何证明的?
536,"00:34:49,097 --> 00:34:50,760",I wish I did.,你知道为什么吗？  或如何能证明这一点吗？,我希望我能.
537,"00:34:51,028 --> 00:34:56,876","But if it has to do with snakes, your best bet is talking to a reptile.",你最好的办法是跟爬行动物谈谈,"但如果它与蛇有关, 你最好的选择是和爬行动物交谈."
538,"00:34:57,338 --> 00:34:59,019",Do you know any?,你知道有哪些吗？,你知道的吗?
539,"00:34:59,560 --> 00:35:01,000",Almost no one does.,几乎没有人这样做,几乎没有人知道.
540,"00:35:01,207 --> 00:35:05,407","They keep to themselves, hide out in Marsh Market.",躲在沼泽市场,他们只留下自己. 躲在马什市场.
541,"00:35:05,626 --> 00:35:07,476",But you can still find them.,但你仍然可以找到它们,但你仍然可以找到他们.
542,"00:35:07,501 --> 00:35:12,624","You just need a reptile expert, someone local who knows where to go.",你只需要一位爬行动物专家,"你只需要一个爬行动物专家, 一个当地人知道要去哪里."
543,"00:35:12,735 --> 00:35:14,789","Lucky for you, I met someone.",你真幸运 我遇到了那个人,"幸运的是,我遇到了一个人."
544,"00:35:14,889 --> 00:35:16,842",She runs a podcast.,她主持这个播客,她举办了一个播客节目.
545,"00:35:17,278 --> 00:35:17,975","No, no.",不 不 特鲁迪·卡巴格帕奇,"没有,没有."
546,"00:35:18,000 --> 00:35:19,041",Trudy Cabbagepatch.,不 不 特鲁迪·卡巴格帕奇,杜迪·卡布帕奇.
547,"00:35:19,075 --> 00:35:20,640",Rick Wilde says no.,里克·王尔德说不,里克·威尔德说不.
548,"00:35:21,842 --> 00:35:23,706","Oh, yeah!",哦 耶！,",是的!"
549,"00:35:25,291 --> 00:35:27,133",Hopps and Wilde are on the lam.,如果霍普斯和王尔德在逃,霍普斯和怀尔德正在追踪.
550,"00:35:27,177 --> 00:35:30,570","Subtle sleuthing, 'tis my jam!",细致入微的侦探工作  正是我的拿手好戏！,"微妙的侦探,这是我的麻烦!"
551,"00:35:30,749 --> 00:35:33,400","Mind the splinters. Oh, you called the right beaver.",小心木刺,"警碎片. ,你叫了正确的."
552,"00:35:33,440 --> 00:35:36,586","If you want to talk to a reptile, I am your gal.",如果你想和爬行动物聊聊,"如果你想和爬行动物说话, 我是你的女朋友."
553,"00:35:36,619 --> 00:35:41,296","Also, if you need to talk to a jackalope, which are real, Mom!",另外 如果你需要和一只长着角的兔子交谈！它们也是真实存在的！,"另外,如果你需要和鱼说话, 这是真实的,!"
554,"00:35:41,374 --> 00:35:43,595",Excuse us. Team meeting.,抱歉 我们正在开团队会议 否决海狸  另辟蹊径,请原谅我们. 团队会议.
555,"00:35:43,751 --> 00:35:45,928","Vetoing the beave, new vote,",抱歉 我们正在开团队会议 否决海狸  另辟蹊径,"否决,新的投票,"
556,"00:35:46,000 --> 00:35:49,465",all in favor of 'truck to being alive and laying low till this blows over'-bill?,低调行事 静待风波平息？呵呵,"所有人都赞成""活着的卡车"" 在这件事结束之前,我们要安静下来吗?"
557,"00:35:49,923 --> 00:35:50,435",I mean...,低调行事 静待风波平息？呵呵,我的意思是...
558,"00:35:50,526 --> 00:35:52,417",Hopps and Wilde do not bail on a case.,我的意思是..... 霍普斯和王尔德不会放弃任何案件,霍普斯和怀尔德不会放弃一个案子.
559,"00:35:52,500 --> 00:35:53,333",But she's crazy.,我的意思是..... 霍普斯和王尔德不会放弃任何案件,但她是疯狂的.
560,"00:35:53,417 --> 00:35:56,333",Probably lead poisoning from eating too many pencils.,可能是因为吃太多铅笔  导致的铅中毒,可能是中毒. 因为吃了太多的笔.
561,"00:35:59,097 --> 00:36:01,083",Do you know a reptile who can tell us the hidden secret in here,你认识哪种爬行动物  能告诉我们这里隐藏的秘密吗？,你知道有什么爬行动物能辨别 这里藏着我们的秘密.
562,"00:36:01,167 --> 00:36:02,825",why the lynxes framed the snakes?,你认识哪种爬行动物  能告诉我们这里隐藏的秘密吗？,为什么马把蛇陷入了困境?
563,"00:36:04,333 --> 00:36:06,675",24 hours. Sunrise tomorrow.,24小时后 明天日出,"24小时,明天的日出."
564,"00:36:06,742 --> 00:36:10,917","If we strike out, then we go into hiding, and Judy Cabbagepatch it is.",那就只能躲起来了 就像朱迪·卡巴格帕奇那样,"如果我们罢工,我们就会躲起来. 而Judy Cabbagepatch也是."
565,"00:36:12,490 --> 00:36:15,805","It's Trudy Cabbagepatch, and the safe word is ""coconut.""",特鲁迪·卡贝奇帕奇 记住 暗号‘椰子,"我叫特鲁迪. 而安全的词是""子""."
566,"00:36:15,838 --> 00:36:19,583","In the darkness, of a dank underpass, they stepped into the vehicle",在阴暗潮湿的地下通道里,"在黑暗中,在湿的地下通道中, 他们走进了车辆."
567,"00:36:19,667 --> 00:36:22,880",not realizing their lives were about to change.,他们并未意识到  自己的生活即将发生改变,没有意识到 他们的生活即将发生变化.
568,"00:36:22,960 --> 00:36:25,055",Because we're going to meet a reptile?,他们并未意识到  自己的生活即将发生改变,因为我们会遇到爬行动物?
569,"00:36:25,130 --> 00:36:30,046",Because you're about to be best buds with Nibbles Maplestick!,因为你即将和狸宝  成为最好的朋友！,因为你即将成为 最好的朋友与尼布尔斯!
570,"00:36:30,425 --> 00:36:34,030","Takes two to tango, but a threesome to be somethin'!",因为你即将和狸宝  成为最好的朋友！,"需要两个人去道, 但一个三人做什么!"
571,"00:36:34,142 --> 00:36:37,635",Let's find you a reptile and rock the swamp!,但三人行就更刺激了！,"让我们找你一个爬行动物, 震动沼泽!"
572,"00:36:45,467 --> 00:36:47,426",Breathe it in!,深吸一口气！,吸入它!
573,"00:36:52,255 --> 00:36:54,867",Now if any reptile would know the secret of that book,如果任何爬行动物  知道那本书的秘密就好了,现在如果任何爬行动物知道 这本书的秘密
574,"00:36:54,901 --> 00:36:56,195",and why the snake wants it-,如果任何爬行动物  知道那本书的秘密就好了,为什么蛇想要它?
575,"00:36:56,240 --> 00:36:56,833","Hey, Johnny.",如果任何爬行动物  知道那本书的秘密就好了,"你好,约翰尼."
576,"00:36:58,188 --> 00:37:00,424",It's my lizard friend Jesús.,嘿 约翰尼,这是我的子朋友耶稣.
577,"00:37:00,492 --> 00:37:03,660",Why would a lizard hide here?,这是我的蜥蜴朋友赫苏斯,鱼为什么要躲在这里?
578,"00:37:05,040 --> 00:37:08,494","Well, when Zootopia was founded, the whole neighborhood",蜥蜴为什么会躲在这里？,"当Zootopia成立时, 整个社区"
579,"00:37:08,539 --> 00:37:10,200",got cut off from the rest of the town.,嗯 动物城建立之初 整个社区都被切断了与镇上其他地方的联系,他被隔离了城市的其他地方.
580,"00:37:10,225 --> 00:37:12,077",Kind of on our own here.,嗯 动物城建立之初 整个社区都被切断了与镇上其他地方的联系,这里我们独自一人.
581,"00:37:12,760 --> 00:37:14,895","Yeah, it's probably why reptiles like it.",我们基本上只能靠自己了,"是的,这可能是爬行动物喜欢的原因."
582,"00:37:15,020 --> 00:37:16,720",They can just do their thing.,是的 这大概就是爬行动物喜欢它的原因吧,他们可以做自己的事情.
583,"00:37:16,860 --> 00:37:18,930","Plus, it's the only place in town you can get away with",他们可以随心所欲地做自己的事,"另外,这也是镇上唯一的地方. 你可以逃脱."
584,"00:37:18,955 --> 00:37:21,061",wearing a shirt and no pants.,而且  这是镇上唯一一个你可以逃脱惩罚的地方,"穿着衫,没有子."
585,"00:37:21,184 --> 00:37:24,042",Loving tour time with Woodchuckles. Great call.,你可以只穿衬衫  不穿裤子,喜欢与伍德查克尔斯的巡回演出时间. 这是一个伟大的决定.
586,"00:37:24,542 --> 00:37:26,195","- We need her. - Oh, yeah.",和土拨鼠一起共渡时光 真是个明智的选择,"- 我们需要她. - ,是的."
587,"00:37:26,251 --> 00:37:29,387",Like a hole in the head. Bad timing.,哦 是啊  就像脑袋进水了,像一个洞在头上. 时间不佳.
588,"00:37:30,592 --> 00:37:34,175","Okay, to get to Jesús' hideout, we gotta take a ferry.",时机不对哦,"好吧,为了到达耶稣的藏身所, 我们必须乘坐渡轮."
589,"00:37:34,342 --> 00:37:35,715",Just let me handle the locals.,好的 要到赫苏斯的藏身处,让我处理当地人.
590,"00:37:35,749 --> 00:37:38,415",Water folk tend to be a little stand-offish around landies.,我们得坐摆渡,水的人往往有点 在伦迪斯周围的反抗.
591,"00:37:38,440 --> 00:37:40,840","Well, I've been hustling the streets since I was twelve.",水族人往往对陆地人有点冷淡,"好吧,我一直在忙碌 我12岁以来一直在街上."
592,"00:37:40,865 --> 00:37:43,200",I think I can handle a juggling seal.,我从十二岁就开始在街头混了,我认为我可以处理一个鱼.
593,"00:37:45,291 --> 00:37:46,813",Sea lion.,我想我大概能应付一只杂耍海豹吧,海狮.
594,"00:37:46,854 --> 00:37:48,238",He's not from around here.,哦 海狮 它不是本地人 但有钱不赚非君子,他不是来自这个地方.
